target,feature_1,feature_2,feature_3
7.87873769829205,0.5488135039273248,0.5928802707811576,0.8115184706218832
2.874927660838897,0.7151893663724195,0.01006369565609333,0.476083985968232
5.36907392417944,0.6027633760716439,0.47582619585722274,0.5231559899920758
4.4635676731824585,0.5448831829968969,0.7087703909410487,0.25052058641717856
3.3600053364989626,0.4236547993389047,0.0439754320240906,0.6050430168104723
5.3054507763765475,0.6458941130666561,0.8795214830237301,0.30290480866983505
5.161707480343318,0.4375872112626925,0.5200814166356731,0.5772840145429821
2.1966697313167574,0.8917730007820798,0.03066104832571792,0.16967811557406987
4.223914635985835,0.9636627605010293,0.2244136119208402,0.1594690923411588
3.8078106080953176,0.3834415188257777,0.953675696427313,0.41702974119199354
4.595236140863677,0.7917250380826646,0.5823197330520553,0.42681951511054084
1.0993221392578287,0.5288949197529045,0.10747256776880454,0.26810926491253906
2.3322491638072016,0.5680445610939323,0.2875445022805615,0.13159685036669
3.643468651981063,0.925596638292661,0.4567036258604842,0.039210539213897055
0.9057924895767772,0.07103605819788694,0.020950069267730465,0.025231827287816144
2.1717200130291494,0.08712929970154071,0.4116155136137588,0.2715502900064757
1.3446980810384432,0.02021839744032572,0.48945863543469814,0.46185344216193713
6.752336469315054,0.832619845547938,0.2436778752812322,0.726243281306127
5.292648432739469,0.7781567509498505,0.5886390002919866,0.47487170071400897
8.221090552095594,0.8700121482468192,0.7532401195921768,0.9040508194352818
4.514338811670893,0.978618342232764,0.23583422410563548,0.03521980457540708
5.7837227283417185,0.7991585642167236,0.6204999002799877,0.18066062154063434
5.978967533131865,0.46147936225293185,0.6396222429637416,0.33851449277014267
6.476414124705871,0.7805291762864555,0.948540301128841,0.5774961880651225
5.63344468986911,0.11827442586893322,0.7782761672964438,0.8527361578939424
3.9389003205721087,0.6399210213275238,0.848345269790006,0.35020195195657644
3.5444545791526307,0.1433532874090464,0.49041990843627514,0.2679886825044201
2.2673731559073307,0.9446689170495839,0.18534858697938283,0.06188916884289575
5.03713777333148,0.5218483217500717,0.995815292959635,0.8213034776981041
3.851749120216078,0.4146619399905236,0.1293557610386996,0.37966644320667897
3.501085731742334,0.26455561210462697,0.4714573193542654,0.5715501954169343
7.170716220813985,0.7742336894342167,0.0680930992421066,0.9835554181712204
3.670605643114632,0.45615033221654855,0.9438508573508195,0.0015945706042945762
2.5869496400745797,0.5684339488686485,0.9649249408484396,0.14545014069886597
1.8919121370718197,0.018789800436355142,0.7193890620039736,0.7791109940193555
4.676800372226602,0.6176354970758771,0.3499928436301689,0.8051274852078378
5.438531933514399,0.6120957227224214,0.25438240111762433,0.7692471190327554
3.3076278691749117,0.6169339968747569,0.2653033245370474,0.5369988910428293
6.348498761127534,0.9437480785146242,0.12729402542007473,0.9788569810230561
3.2228763128478533,0.6818202991034834,0.5258089530767229,0.39618455999532054
3.939811005373687,0.359507900573786,0.1418172757014775,0.6019436981131123
2.288859139736655,0.43703195379934145,0.3167306665534563,0.0633690045488483
4.504343715281725,0.6976311959272649,0.6267064759591049,0.40985744990733874
5.92282928542274,0.06022547162926983,0.7275436095907498,0.722500087509922
4.501515945983487,0.6667667154456677,0.024272704622061214,0.2387388407706993
7.2127231364370035,0.6706378696181594,0.4301159843767399,0.9438275890731485
2.8827591620122126,0.2103825610738409,0.652124594842139,0.6867833676432891
2.1388822295062617,0.1289262976548533,0.8532459761585128,0.28757538285757145
5.38006063910339,0.31542835092418386,0.4753247822120824,0.7689989227058563
2.733645563251085,0.3637107709426226,0.9692058717176852,0.0831647718081091
